126415614616154112,b'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',positive,apple 
126872773925679105,b'@DJ_Nasty16 I know. You my only compo. #we be #reppin #twitter',neutral,twitter
126872528235921409,b'#Twitter Of',neutral,twitter
126872511492263937,b'pinto el sue\xc3\xb1o #Twitter #OFF',neutral,twitter
126872465635938304,b'RT @wbasinger: RT @TeachHub: 50 Ways to Use #Twitter in the Classroom http://t.co/AFHx3m2n',neutral,twitter
126872432517709825,b'#Twitter after dark! #GoodNight!! an yall thought a was abt to get #Nasty!!lol',neutral,twitter
126872371901640705,"b""People aren't the same as they wanna be perceived on #twitter...Please believe I'm that crazy bitch at work who slaps everyones ass in line""",neutral,twitter
126872357099945984,b'@serendipityjane is the ultimate #twitter bff! She uses #EFT to turn your frown upsidedown!#Follow her & learn about her VIP class.It rocks!',neutral,twitter
126872338158452736,"b""even if I skip the newspaper, I don't worry coz I get all news updates at #Twitter. :)""",neutral,twitter
126872320043257857,"b""I'm on one tonight ...#tripping ! Lol eff yal ...its #twitter !""",neutral,twitter
126872299709280256,"b'RT @Ashu180489: Progress is a Process , Surprised to see a sensible topic trending worldwide in #twitter'",neutral,twitter
126872290968338432,"b'@SusanFelicity Many people pay little attention to important issues. I strongly believe social media, like #twitter, is changing this.'",neutral,twitter
126872267257950209,"b'@BenFolds p.s. I would have never used the word ""playa"" over ""player"" if #Twitter wasn\'t so restrictive...'",neutral,twitter
126872156763201536,"b'RT @KanvasKings: 1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!'",neutral,twitter
126872143081390080,b'Follow me on #Twitter @CatchASet_ #TeamFollow &lt;3',neutral,twitter
126872051242893312,"b'Progress is a Process , Surprised to see a sensible topic trending worldwide in #twitter'",neutral,twitter
126872004652580864,b'@glaad I already purple mine!!1 Both accounts on #Facebook and #Twitter',neutral,twitter
126871924059013120,"b""I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/eM2yDlRs""",neutral,twitter
126871758757306368,b'#twitter OFF&lt;3',neutral,twitter
126871663299137536,b'im tired gonna get to bed peace out #twitter',neutral,twitter
126871626133417985,"b'Well...#twitter Off,,,,'",neutral,twitter
126871606952853504,b'Aye @Me_Cedez get my bay out da way @Ful1time  ( swirlZ) gotta #Twitter',neutral,twitter
126871562707144704,"b""Let's go see what is trending on #Twitter tonight?""",neutral,twitter
126871562098982912,b'He Like Kissing The Little Pink Puss Lls #Twitter This After Dark',neutral,twitter
126871520785072129,"b'#Twittertip: How to Keep Up With Over 100,000 #Twitter Followers http://t.co/o3oH3YPB RT @anntran_'",neutral,twitter
126871458998788096,b'RT\xe2\x80\x9c@reimeraaron: #twitter keeps me from sleeping! #soaddicted\xe2\x80\x9d',neutral,twitter
126871437322629120,b'RT @TeachHub 50 Ways to Use #Twitter in the Classroom http://t.co/lJiN0See #education #ntchat',neutral,twitter
126871372164120576,b'@Slater_Boy Needs to take his ass to sleep... Its grown folks hour on #twitter',neutral,twitter
126871291998371840,b'#wendywilliams just said she was a woman bitch please stop lien on #twitter and on #nationaltv we all know your a man',neutral,twitter
126871201778905088,b'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 18',neutral,twitter
126871134439346177,b'GN #Twitter.......z.z.z.z.z.z Z  Z z z z',neutral,twitter
126871086863355905,b'Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/E44Qd1u2 #Twitter',neutral,twitter
126871041225134080,b'RT @AHennessyWorld: #Twitter I apologize 4 being out of line regardless what sum1 does  I promise 2 remain humble keep it from public ey ...',neutral,twitter
126871013937000450,b'Brilliant (if you have a spare 12mins to watch): Have I Shared Too Much? http://t.co/tEwNhhUk #Twitter #LinkedIn #Facebook #in',neutral,twitter
126871003132465152,b'#twitter keeps me from sleeping! #soaddicted',neutral,twitter
126870941992091648,b'Follow your interests. #twitter',neutral,twitter
126870931040768000,b'@twitter  + @tumblr  = Drugs are severe. #twitter #tumblr',neutral,twitter
126870815877771264,b'RT @extremejohn Stuck on Facebook? I\xe2\x80\x99m so sorry.  http://t.co/aGHbaQmn #Twitter #Google  #Facebook',neutral,twitter
126870807191363584,b'GN #twitter off.',neutral,twitter
126870792960086018,b'why am i #rambling on #facebook i keep forgetting i have #twitter.. then remember and come back.. every 3 seconds.. -_- ... o_O',neutral,twitter
126870788564467713,b'#Twitter I apologize 4 being out of line regardless what sum1 does  I promise 2 remain humble keep it from public eye!iloveya#HennessyNation',neutral,twitter
126870756926816256,b'17 Things You Didn\xe2\x80\x99t Know About #Twitter: http://t.co/LL61rx2R via @TweetSmarter RT @sharonhayes @ChoiceZnewZ #facts',neutral,twitter
126870669030998016,"b""Some things I just can say on #Facebook. My #Entire family is on there That's why I'm slowly migrating to #Twitter""",neutral,twitter
126870623086592000,b'goodnite #twitter (:',neutral,twitter
126870593764208640,"b""Out of #curiosity, #doesanyoneknow if it's against the #Twitter #TOS to use #hashtags so #eggregiously as I seem to be doing #tonight?""",neutral,twitter
126870356563722240,"b""@TheRealJedaD If her name ain't #Twitter then ur not bcuz u been on here for a minute goin HAM...lol, I'm Just Sayin!!""",neutral,twitter
126870255703306241,b'Tired of those spammy Twitter DMs? http://t.co/atMIoMoO #twitter #spam',neutral,twitter
126870119363260416,b'@bhammz Welcome to #Twitter',neutral,twitter
126870091341115392,b'its funny how you can take time out your precious #twitter time to monitor or judge what in saying',neutral,twitter
126869939536674816,"b'#Twitter honey i don\'t freaking know anymore &gt;&lt;""'",neutral,twitter
126869876588552192,b'@cpmorris congrats on joining #twitter',neutral,twitter
126869765049434112,"b'#ihateitwhen i think of a cool twit,by da tym i grab da fone & load #twitter i would have forgotten it!!! #dumbass'",neutral,twitter
126869751476654080,b'Lol itss ben a #year since i had a #twitter but i jus start using it',neutral,twitter
126869749098487809,"b""RT @KiLLiN_EmSoftly: who follows ppl then unfollows them?!..  #YourLameAsHell tryna make it seem like your somebody IMPORTANT!! it's onl ...""",neutral,twitter
126869644534489088,b'RT Is @Wahooly the long awaited way to make clear the ROI of #Twitter? http://t.co/rjY5WGr0 #socialmedia /via @socialmedia2day #gosocial',neutral,twitter
126869604348862464,"b""It's #real when you tell ur man how ur gfs roasted your ex on #twitter and he's like good job babe lol""",neutral,twitter
126869604214652929,"b""#twitter; for those statuses you'd never post on #facebook""",neutral,twitter
126869488007262208,"b""I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/eKh5JmGp""",neutral,twitter
126869378452037632,b'Getting ready 4 bed... School tomorrow. We have an evacuation at school! Night #Twitter =]',neutral,twitter
126869302887464960,b'#Twitter off! See ya :D @justinbieber Love u and have #SweetDreams. \xe2\x99\xa5',neutral,twitter
126869296994451457,b'Goodnight everyone #twitter off',neutral,twitter
126869175053467649,b'i want him to make a #Twitter',neutral,twitter
126868950637219840,b'RT @Hirudineajigane: #Twitter Thank you.Read those great tweets.helps live better! :) Bows. http://t.co/FNKBW24F',neutral,twitter
126868911361757185,b'@mpeagler http://t.co/1EYtmczJ @GetGlue #Twitter',neutral,twitter
126868888074989568,b'#twitter/off',neutral,twitter
126868868512743425,b'#Twitter Thank you.Read those great tweets.helps live better! :) Bows.',neutral,twitter
126868831493820416,b'I might call it a night goodnight #twitter',neutral,twitter
126868828457144321,b'Good night to the #twitter world! #sleeptight',neutral,twitter
126868783431303168,"b'search #facebook for ""FACEBOOK/TWITTER INDIE ARTIST MUSIC NETWORK (WORLDWIDE)\n"" add yourself for more #twitter followers! network here!'",neutral,twitter
126868754033426434,b'RT @iTweetTechNews: Famous wrestler Razor Ramon is trending on #Twitter.',neutral,twitter
126868627109584896,"b'Gonna Crash Out Pretty Tired, Night #Twitter&lt;3'",neutral,twitter
126868570226425856,"b""#Twitter: What's happening? #Facebook: What's on your mind? #Myspace: Where is everyone?""",neutral,twitter
126868533991849988,b'@FATBOYFRESH87 Hey brotha I forgot you had a #twitter',neutral,twitter
126868465377226752,"b'So what #twitter needs is a ""save tweet"" text function. So I could ""st @xyz 5"" to save the 5th most recent msg on twitter site to read later'",neutral,twitter
126868429864046592,"b'RT @SomalyMam: You follow me on #twitter, Like my #Foundation on #facebook http://t.co/3kGgPh7z! Together we can stop #humantrafficking'",neutral,twitter
126868397282689025,b'#Retweet #RT #BabyMamaDrama #BabyDaddyDrama #Twitter #S/O to everyone who read my blog www.cpc504.blogspot.com',neutral,twitter
126868271625539585,b'RT @monicaruzza: @king_fizzy & @_Bigrob step your #twitter game up @elijahcrago is starting to catch up',neutral,twitter
126868239203573760,"b'Thanks Irma @TellJuicy  ""TWITTER 4 BUSINESS"" November 16 http://t.co/gOrDf5dj @KingstonCC #Twitter #Melbourne #Business'",neutral,twitter
126868233084080130,b'@RashadHurst Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/fcPBcqLo',neutral,twitter
126868090687459328,b'#IReallyHateWhenPeople TyP3 L!k3 tH!S Or #Use #Hashtags #In #Every #Word #On #Twitter',neutral,twitter
126868008902737920,b'enjoy  #Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/vKjwATSr great',neutral,twitter
126867947418427393,b'Shes a freaked out philosopher on #twitter lol girl bye',neutral,twitter
126867879382614016,b'gotta get back on my #twitter #grind',neutral,twitter
126867793089015808,b'Lol Smh gudnite #twitter',neutral,twitter
126867786680111104,b'Best night inna while :) #newbestfriends wish you kids had #Twitter #amaturehour',neutral,twitter
126867767914799104,b'#LOVATICS! Wanna be in a fan book for @ddlovato let me know and ill send wat needs2b in it via #twitter',neutral,twitter
126867760964841473,"b'Off to sleeep , #goodnight #twitter'",neutral,twitter
126867680966881280,b'these #chickz on #twitter stay with they #mommy',neutral,twitter
126867506127310848,b'#twitter should i upload tweetdeck for my laptop?!',neutral,twitter
126867487659786240,b'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 23',neutral,twitter
126867439177842688,"b""Some people take themselves way too seriously...especially on #Twitter. It's amusing...to say the least. Bless your heart...""",neutral,twitter
126867400250490880,b'#twitter goin hammer',neutral,twitter
126867371364319232,b'@IamTinaThompson @JudgeGregMathis is on #twitter also!!',neutral,twitter
126867304549072896,b'Hello! Welcome to #twitter RT \xe2\x80\x9c@beabea210: @ACCU_MED ....hello Accu-Med!!!\xe2\x80\x9d',neutral,twitter
126867275113447424,b'@karth_vader_ when did you change your nick again? I no longer see any of your tweets on my timeline. Anything wrong with #twitter?',neutral,twitter
126867260106227713,b'- Ima Addicted To #Twitter.',neutral,twitter
126867198642884608,b'RT @OKadeState: @Paigemorse1 tweeted!  Its official she is still alive #Twitter',neutral,twitter
126867119592837121,"b'@winnipeg_rt @andkatmy #Winnipeg needs better local news coverage, tired of not being in the know Thanks #twitter'",neutral,twitter
126867067776405506,b'BRB #twitter;p',neutral,twitter
126867012336095232,b'Thank you @logoninjas for following us on #twitter - awesome name btw!',neutral,twitter
126866968753086464,b'@king_fizzy & @_Bigrob step your #twitter game up @elijahcrago is starting to catch up',neutral,twitter
126866861521502208,b'Good Morning #Twitter! Have a nice day. :}',neutral,twitter
126866854240202753,"b""SO IT'S BEEN A LOOONG MINUTE \nBUT #TWITTER, IM BACK \n& WITH A CLOTHING LINE!\n\n#SWAGG""",neutral,twitter
126866628859281408,b'#Everybody on #twitter go in tha.#bathroom and say #bloodymary3 times wit tha light off',neutral,twitter
126866575700664320,"b""Thought about changing my #twitter profile to I'm tall, dark & single, but don't think I could take the responses if any! Lol. Night folks.""",neutral,twitter
126866562111123456,b'Follow your interests #twitter',neutral,twitter
126866557325426688,"b""Out of my 7 months of actually gettin on #Twitter. I've only been in #TwitterJail lik 3 times.... #ThugLife! They were long sentences! Lol:)""",neutral,twitter
126866520486846465,b'What Is A #Facebook \xe2\x80\x9cLike\xe2\x80\x9d Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter',neutral,twitter
126866446323171328,b'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 27',neutral,twitter
126866438517567488,"b'Dear #twitter, Now that we all know I\'m awesome could you  write me a new ""all about me"" for my profile because really you do know me best.'",neutral,twitter
126866422012981248,b'bout to pull up... he see me on #twitter his ass gone flip',neutral,twitter
126866421719384065,b'Shout out to my man @swaggination for reaching 1000 tweets #twitterswag #twitterdeity #twittermilestone #twitter #twitter #tweets',neutral,twitter
126866411275554816,b'Being able to share our thoughts with the world is awesome&gt;&gt;Hooray for #Twitter',neutral,twitter
126866376899035136,"b""@grahamgoingham it's a true delight to see you on #Twitter. P.S. you rocked the house tonight.""",neutral,twitter
126866303138013184,"b'RT @SomalyMam: You follow me on #twitter, Like my #Foundation on #facebook http://t.co/acaP03y9! Together we can stop #humantrafficking'",neutral,twitter
126866277213016064,b'nitee\n#Twitter & #Followers',neutral,twitter
126866187790450688,b'Time for bed good night #twitter',neutral,twitter
126866177778655233,b'wanted to say nite  #twitter',neutral,twitter
126866034048241664,b'RT @nataliajones: Use #Twitter to generate traffic to your website http://t.co/72YmN3kD',neutral,twitter
126865968021516288,"b""who follows ppl then unfollows them?!..  #YourLameAsHell tryna make it seem like your somebody IMPORTANT!! it's only #TWITTER! smh..""",neutral,twitter
126865903521505280,b'That shit lame trynna fuck with somebody through a DM on #twitter thoo  ?',neutral,twitter
126865888724004864,b'If @Mr_A_Johnson is up. #twitter is gona have some technical difficulties',neutral,twitter
126865881069391872,"b""RT @Nawwaf91: Some people take ' following & unfollowing ' personally. #Twitter""",neutral,twitter
126865879848853505,b'coming back soon!!!! #twitter...',neutral,twitter
126865837800951808,"b""Damn girl I'll follow u to the end of the road\n\n#twitter""",neutral,twitter
126865802434580480,b'twitter people when someone blocks u can they see ur twitts direct to them? #twitter',neutral,twitter
126865779349127170,"b""#twitter I'm off to bed with two crazy pups. #lovethem http://t.co/FSLFpMOb""",neutral,twitter
126865691923062784,b'Lets not throw CJ under the bus yet.. Hes still a 100 million dollar #twitter guy!',neutral,twitter
126865511878361090,"b'need #facebook fans, #twitter followers and #youtube views by nvida2: i need\xe2\x80\xa6 http://t.co/tK6IHH2B #freelance #job'",neutral,twitter
126865453221027843,b'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 10',neutral,twitter
126865436590604288,b'Gud morning #twitter',neutral,twitter
126865247465254912,"b""RT @x_JustLucky_x: I don't know why I even bother checking FB anymore. I stare for two minutes and just log off lol #Twitter&gt;Fb""",neutral,twitter
126865215915687936,b'Boa noite #Twitter (:',neutral,twitter
126865145812107264,"b""#twitter off'""",neutral,twitter
126865091026100224,"b'1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!'",neutral,twitter
126864987078660097,b'#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/DAr3Ef5T #uncategorized',neutral,twitter
126864979432456193,"b""Twitter's Thinking About Paying People to Tweet - Technology - http://t.co/zA9h5o5U #PayMe #Twitter""",neutral,twitter
126864974097293312,"b'So sleepy and tired, going to bed! Nigh #Twitter !'",neutral,twitter
126864886402777088,"b""I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/UGPTuUcZ""",neutral,twitter
126864870032408576,b'@iamRoyaltyFRESH Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/U0HzoVQF',neutral,twitter
126864745587412992,"b'i just realized... if i have a ridiculously long name in #twitter, no one could reply to me. *hmm* the possibilities.'",neutral,twitter
126864657817407490,"b""I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/aik96UXm""",neutral,twitter
126864641174417408,"b""RT @CNBC: The World's 10 Most Tweeted Moments - Link to Story   http://t.co/iKZiM8i5  #Twitter""",neutral,twitter
126864610958647296,b'booiiiii\nme feeel like some slp a come on\nGd nite #twitter',neutral,twitter
126864491890749440,b'#Twitter #NYERRR',neutral,twitter
126864423037046784,b'#twitter #OFF',neutral,twitter
126864404196241408,b'@MindPhucked you changed your #twitter name?!',neutral,twitter
126864301293182977,"b""wait... i don't really care what people are doing in their daily lives #twitter""",neutral,twitter
126864271501041664,b'Tweet tweet #twitter',neutral,twitter
126864237200023553,b'why tha fuck ppl post everything on #twitter u cant #im on here what is it for someone tell me please',neutral,twitter
126864167343894529,"b""#twitter off '""",neutral,twitter
126864136226357248,b'CAN SOMEONE EXPLAIN TAGGED TO ME LIKE DONT GET MAD AT ME CAUSE #TWITTER AN FB MY SHIT!!',neutral,twitter
126864105347878912,b'Ugh idk how to use this thing #twitter #helpme',neutral,twitter
126864096388849665,"b'Who will be our #Twitter #winner 4 #daytimewdonna giveaway for $100 this Fri. Tweet about our show, our guests, why you LOVE us use #dwd100'",neutral,twitter
126864070249947136,b'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 29',neutral,twitter
126864043154751489,b'#Oomf dnt start dis sh*t on #twitter',neutral,twitter
126864007784185856,b'@garbage Welcome to #Twitter!',neutral,twitter
126863975223795712,b'Good night #Twitter and #TheLegionoftheFallen.  5:45am cimes awfully early!',neutral,twitter
126863972778508289,"b""Tips for Reaching Out to Twitter's 50 Million Daily Users http://t.co/IF3IVLWN #twitter #mediagofer #socialmedia @SMsavvy @PRmate @KMiones""",neutral,twitter
126863957767110656,"b""What do u think of Location Lock's new #twitter #logo? Can u see the cross hairs for when GPS tracking locks on 2 ur fleet vehicle?""",neutral,twitter
126863949584023552,b'GN #TWITTER',neutral,twitter
126863942634057728,"b'#Twitter #Melbourne #Business ""TWITTER 4 BUSINESS"" November 16 http://t.co/wiZ4omU0 @KingstonCC @KeithKeller'",neutral,twitter
126863921465393152,b'Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/3xZgtWFx #twitter',neutral,twitter
126863918646820864,b'Use #Twitter to generate traffic to your website http://t.co/72YmN3kD',neutral,twitter
126863870689165312,b'#twitter off!!*',neutral,twitter
126863776476708864,"b'Personally,i dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.'",neutral,twitter
126863772877996034,"b""I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/JlrUWRf6""",neutral,twitter
126863470397366272,b'Can you say #twitter those #followers who are #following me??',neutral,twitter
126863457642483712,b'@HectorAlteto welcome to the #twitter',neutral,twitter
126863275450310656,b'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19',neutral,twitter
126863240041996289,"b""I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/dN3qwkkb""",neutral,twitter
126863216046374912,b'@Angelique_lique yooo my nigga i sooo blowed i forgot bout #twitter but im bkkkkkk',neutral,twitter
126863212762247168,"b""time to change my twitter app, what's the best one for my iphone? Help please? #twitterapps : #twitter vs. #tweetcaster vs. #ubersoical ?""",neutral,twitter
126863190691811328,b'Man i love #Twitter!!',neutral,twitter
126862947346694144,b'RT @Grazitti: #Twitter to Reformat All URLs With T.co\thttp://t.co/jnmnbs9W',neutral,twitter
126862939159412740,b'Get your #Twitter #marketing #campaigns built by an #SEO expert: http://t.co/7FttDde4',neutral,twitter
126862902325022720,b'37 Ways to Use #Twitter for Business\thttp://t.co/HGhMpoSE',neutral,twitter
126862899804246016,b'37 Ways to Use #Twitter for Business\thttp://t.co/MT9RdrCz',neutral,twitter
126862897639993344,b'#Twitter to Reformat All URLs With T.co\thttp://t.co/WQh2pHEA',neutral,twitter
126862892128677888,b'#Twitter to Reformat All URLs With T.co\thttp://t.co/jnmnbs9W',neutral,twitter
126862842052874240,b'Do you Share More #jokes #quotes #music #photos or #news #articles on #Facebook or #Twitter?',neutral,twitter
126862767520096257,"b""@GForbz3 ma g wass good with you!! Didn't even kno you was on #twitter when was the last time you touched down in the city??""",neutral,twitter
126862734863241217,b'Don\xe2\x80\x99t seek followers unless you\xe2\x80\x99re ready to treat them like the real people they are http://t.co/qa1JFSka #Twitter RT @TweetSmarter',neutral,twitter
126862726311059457,b'gooodnight #twitter',neutral,twitter
126862714957078528,b'so #twitter who wants to buy me #lunch?',neutral,twitter
126862573697114112,"b""#Twitter #Off'""",neutral,twitter
126862560870940673,b'RT @Xx4everMexX: Ahhh!! Why is #Twitter so #addicting',neutral,twitter
126862547214286848,b'I hate when my phne do what it want on #twitter',neutral,twitter
126862517216612354,b'Waz Sup #Twitter',neutral,twitter
126862494437351425,b'AHHHH!!!!! FUCK IT!!! Goodnight!!\n#twitter',neutral,twitter
126862391924375552,b'#twitter and fb# off',neutral,twitter
126862244075151361,b'Ahhh!! Why is #Twitter so #addicting',neutral,twitter
126862170502860800,"b""@deferom lol omg you should write #none #twitter #foreveralone. Don't forget the hashtags.""",neutral,twitter
126862039225352192,"b""- It's So Funny Because She Got A #Twitter Now Lol.""",neutral,twitter
126862000981671938,b'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 9',neutral,twitter
126861997127110657,b'Goodnight #twitter see you in the morning for another #successful day!',neutral,twitter
126861952369700865,"b""#Twitter'Offf :D""",neutral,twitter
126861941372239872,b'@Obamaphile @vegascharlieb your not in #twitter jail again r u ?',neutral,twitter
126861880194109440,b'#Twitter-on-',neutral,twitter
126861879598530561,b'AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP',neutral,twitter
126861734144245760,"b""Going to bed now #goodnight #twitter. Sleeping in tomorrow cuz it's fall break #winning""",neutral,twitter
126861715752222720,b'RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime',neutral,twitter
126861701168631808,b'Sounds like #CJ20K is going down sooner than later. #twitter #lookout',neutral,twitter
126861637931118592,b'@Presidential_FU  do me wrong #twitter',neutral,twitter
126861630695940096,b'@HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its #twitter',neutral,twitter
126861453209767936,b'Being Choosy With Twitter: The Follow-Back Conundrum http://t.co/K2rRC2ir #socialmedia #twitter #mediagofer @media_guerilla @SMsavvy',neutral,twitter
126861421408567296,b'Back in the #twitter game',neutral,twitter
126861418078277632,b'NIGGAS B TALK REACLESS OVA #TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK #BASKETBALL OV COURSE',neutral,twitter
126861321995173890,b'ok man down... I will own #TWITTER 2morrow!',neutral,twitter
126861036803473408,b'RT @JennyOrWuuut: I wishh #twitter would tell me who retweets my stuff.',neutral,twitter
126860933988483073,b'@briannaa___ Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/8HFfjJv5',neutral,twitter
126860932881186817,b'Night #twitter lord please let that girl get some sleep',neutral,twitter
126860835560755200,b'Its new #Theme after #Updates have to b use with it. Though I like #Old theme of #Twitter for #Android',neutral,twitter
126860802392195072,b'I wishh #twitter would tell me who retweets my stuff.',neutral,twitter
126860744913469440,"b""If u say u 100% REAL all the time...KILL YOURSELF ASAP!..Everybody have their fake moments so don't Front for #Twitter -----_________-------""",neutral,twitter
126860714118885376,"b""#twitter is like therapy for sum people say wat you feel & get alot off yo chest.. And don't care wat the next person say""",neutral,twitter
126860700915208193,b'Whats a good #twitter ap for #iOS that links to #FB accounts to post links? #help',neutral,twitter
126860691255721984,b'#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social',neutral,twitter
126860597013917697,b'#2000tweets !!!! #milestone #twitter',neutral,twitter
126860548359995393,b'My #twitter age is 219 days 12 hours 26 minutes 28 seconds. Find out yours at http://t.co/eOCFm1kD #twittertime',neutral,twitter
126860527497515008,"b""Woooow I just log out from #twitter and there's more than 60 #tweets on my #timeline""",neutral,twitter
126860492261167104,"b'#twitter Scientists Use Twitter To Track Flu Epidemics, How to Stay Healthy This Flu Season (RT This) http://t.co/ZhgyinIi'",neutral,twitter
126860373117775872,"b""@Teah2015 I had to inform my #twitter account that you weren't a stranger and give you permission to see my stuff. Not sure why that is..""",neutral,twitter
126860267178049536,"b'@IGoHard_NoBONER Yooooo ""Mena Malia"" lOl I love your #Twitter name'",neutral,twitter
126860173053669376,b'Goodnight #twitter',neutral,twitter
126860038525562880,b'groupies follow me like #twitter.....lol jk',neutral,twitter
126859978941276161,"b""I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free, give it a try. http://t.co/nvNns7VR""",neutral,twitter
126859833088552960,b'Some users are reporting problems with missing mentions. More info from #Twitter : http://t.co/dTQ23G5G',neutral,twitter
126859789883015168,b'- My Cute Friend @MelodyBtcc Finally Got A #Twitter :)',neutral,twitter
126859710740701185,"b'Goodnight, #Twitter.'",neutral,twitter
126859623671152640,b'AbOut TO BAMMER On #Twitter',neutral,twitter
126859604985511937,"b""Ain't really been on all day! Suppppp #Twitter""",neutral,twitter
126859530305929216,b'#Twitter how do you know that I think that @SofiaVergara is the funniest member of the #ModernFamily cast?!',neutral,twitter
126859432511537152,"b'Meu twitter t\xc3\xa1 ficando velho j\xc3\xa1, My #twitter age is 285 days 8 hours 52 minutes 40 seconds'",neutral,twitter
126859340622725120,b'My #twitter age is 285 days 8 hours 52 minutes 38 seconds. Find out yours at http://t.co/q5mvW7VF #twittertime',neutral,twitter
126859246213136384,b'#Twitter-off',neutral,twitter
126859124016300032,b'I OUT #Twitter Till 2mar',neutral,twitter
126859115657043968,b'#twitter off!!...',neutral,twitter
126859053757501440,b'RT @MizzSpicey: Now tuned in to http://t.co/DYMDmU3z with @deejaydenco! #WorldWide #Twitter #Facebook join me!!! #RT',neutral,twitter
126859044756520960,b'#Twitter Im coming home Im coming home tell the world that Im coming home lls',neutral,twitter
126858999512580096,b'#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @rudybren @chtvn @ulchky @anibalfreitas45',neutral,twitter
126858961159864320,"b'Wordd ""@BblowPoundz This #TT was well needed cuz I thought #Twitter was dien.'",neutral,twitter
126858958894931968,"b""Thanks for the #follow don't forget to add us to your #Twitter list""",neutral,twitter
126858953673027584,"b'#Retail friends, follow @MicrosoftHelps on #Twitter.  A GREAT resource and the official account for @Microsoft #CustomerService & Support!'",neutral,twitter
126858718762639360,"b""Mo'fucka i dont give a fuck it its #FaceBook or #Twitter i express my self how ever da fuck i can..so go suck a dick u bitch.! Haha""",neutral,twitter
126858281867149312,b'I Feel Like #Promoting Anyones #Twitter Page (\xe2\x99\xa6MENTION ME IF YOU WANT TO GET #PROMOTED\xe2\x99\xa6) [ #PromoteBack ]\n#Followback',neutral,twitter
126858276339056640,b'#bedtime #goodnight #twitter',neutral,twitter
126858194046816256,b'the marijuana loud so the hoes follow like #Twitter',neutral,twitter
126857676134166528,b'Twhistler makes Twitter sing!  #twitter http://t.co/wwNZ6dx6',neutral,twitter
126856873738633216,b'I love my #twitter name.',neutral,twitter
126856421907243009,b'#Tweetdeck working but not #Twitter for #Android',neutral,twitter
126856150980374528,b'gud mrng #twitter & all my frnds too. ;)',neutral,twitter
126856031367204865,b'Increase your #twitter followers and or your #fan count via -http://bit.ly/qMc4K7',neutral,twitter
126855191571070976,b'62 Ways to Use #Twitter for Business: http://t.co/jYXK7OkC #tweets #socialmedia',neutral,twitter
